"derece","durum","mac_var_mi","kazandı mı","borsa_thy","borsa _asels","borsa_froto","trafik_bilgisi","duygu"
"4.3","Sisli","0","0","-1.37","-0.44","-0.98","24","üzgün"
"4.1","Sisli","1","1","-1.73","-0.44","-3.55","24","üzgün"
"3","Sisli","0","0","0","0.92","4.23","19","mutlu"
"2.7","Sisli","1","0","0.17","-1.8","-3.37","24","keyifsiz"
"1.8","Sisli","0","0","-1.55","0.45","-1.45","24","keyifsiz"
"0.3","Sisli","1","1","-2.68","-2.21","3.14","19","keyifsiz"
"-0.1","Sisli","1","0","1.36","-2.16","-2.4","24","keyifsiz"
"-0.1","Sisli","0","0","3.88","-0.43","-7.62","21","keyifsiz"
"0.5","Sisli","1","0","-2.74","-0.43","1.06","21","keyifsiz"
"1","Sisli","0","0","0.34","0.87","0.75","19","mutlu"
"1.6","Sisli","0","0","-1.86","-0.86","-1.57","24","üzgün"
"2.6","Sisli","1","0","2.6","-1.27","4.56","24","keyifli"
"4.1","Sisli","1","1","0.87","0.85","0.37","23","mutlu"
"5.7","Sisli","1","0","-0.35","-1.27","-1.84","21","sinirli "
"7.7","Az_Bulutlu","0","0","1.63","-1.28","-1.81","21","keyifsiz"
"6.7","Az_Bulutlu","1","1","-0.16","-0.43","0","19","üzgün"
"3.8","Az_Bulutlu","0","0","-1.45","-2.49","-0.47","21","üzgün"
"4.3","Az_Bulutlu","1","0","2.59","0.83","0.65","19","mutlu"
"5.1","Az_Bulutlu","1","0","1.82","-0.44","0.96","21","keyifli"
"8.8","Az_Bulutlu","0","0","-1.15","-2.98","-2.72","21","sinirli "
"10.4","Az_Bulutlu","1","1","-2.08","-1.26","3.52","19","keyifsiz"
"11.9","Az_Bulutlu","1","0","1.79","-0.83","-0.31","21","keyifsiz"
"20","Az_Bulutlu","0","0","-3.17","1.26","0","19","keyifsiz"
"21.7","Az_Bulutlu","1","1","-0.45","0","-3","19","üzgün"
"22.2","Az_Bulutlu","1","0","-1.04","-0.42","1.69","19","keyifsiz"
"22.7","Az_Bulutlu","0","0","1.05","0.42","-0.84","19","keyifli"
"17.1","Az_Bulutlu","1","0","1.36","0","-3.49","21","keyifsiz"
"13.4","Az_Bulutlu","1","1","-0.87","0","-5.81","19","sinirli "
"12.6","Az_Bulutlu","0","0","-1.29","-1.22","1.26","21","keyifsiz"
"10.6","Az_Bulutlu","1","0","-0.43","2.51","-0.34","21","keyifsiz"
"9.8","Az_Bulutlu","1","0","0.72","3.46","-0.53","19","keyifli"
"11.3","Az_Bulutlu","1","0","-0.79","1.82","1.58","21","keyifli"
"13.9","Az_Bulutlu","1","1","-0.39","0.46","5.33","20","keyifli"
"15.6","Az_Bulutlu","0","0","1.44","0","0.29","19","mutlu"
"17.8","Az_Bulutlu","1","1","-1.17","0.46","1.32","20","keyifli"
"19.8","Az_Bulutlu","1","1","2.25","0.93","2.28","20","mutlu"
"18.5","Az_Bulutlu","0","0","0.4","2.87","-0.59","19","keyifli"
"17","Az_Bulutlu","1","0","-1.31","-3.24","-0.96","21","sinirli "
"16.3","Az_Bulutlu","1","0","-2.43","-0.46","-2.04","21","sinirli "
"16.6","Az_Bulutlu","0","0","-0.38","1.88","2.76","20","keyifli"
"15.9","Az_Bulutlu","0","0","1.55","1.91","-0.54","20","keyifli"
"13.9","Az_Bulutlu","1","0","-0.9","0.97","-0.37","21","keyifsiz"
"12.5","Az_Bulutlu","0","0","0.26","0.49","-0.04","20","keyifli"
"10.6","Az_Bulutlu","1","1","1.83","-0.48","1.56","20","keyifli"
"10.6","Az_Bulutlu","1","0","2.5","0.95","-0.99","21","keyifli"
"12.6","Az_Bulutlu","1","1","-1.17","-0.47","2.93","19","keyifsiz"
"9.5","Sisli","0","0","-1.31","-0.9","1.41","24","keyifsiz"
"11.3","Sisli","1","1","0.73","-0.89","-2.18","19","keyifsiz"
"14.2","Az_Bulutlu","0","0","1.53","0","0.26","19","mutlu"
"15.4","Az_Bulutlu","1","1","-0.41","1.98","-0.1","19","keyifsiz"
"17.3","Az_Bulutlu","0","0","1.4","-1.46","0.2","19","keyifli"
"19.6","Az_Bulutlu","1","1","-3.38","4.59","1.06","20","keyifli"
"20.4","Az_Bulutlu","1","0","0.14","2.62","0.75","19","mutlu"
"15.1","Az_Bulutlu","1","0","-1.36","-2.5","-2.62","21","sinirli "
"12.1","Az_Bulutlu","1","1","0.83","-0.99","-0.5","19","keyifsiz"
"11","Az_Bulutlu","0","0","0.55","1","1.99","20","mutlu"
"10.4","Az_Bulutlu","1","0","-1.16","0","3.81","21","keyifsiz"
"10.3","Az_Bulutlu","0","0","-5.1","-2.51","-1.81","21","sinirli "
"8.9","Az_Bulutlu","1","0","-5.1","4.19","0","21","keyifli"
"8.8","Az_Bulutlu","1","0","2.28","-1.55","-0.47","21","keyifsiz"
"16.2","Az_Bulutlu","1","1","-2.77","0","3.52","19","keyifsiz"
"7.3","Az_Bulutlu","0","0","-0.43","-0.56","1.26","19","keyifsiz"
"-1.8","Kırağı","1","1","0.79","3.22","-3.49","20","keyifli"
"2.6","Çok_Bulutlu","0","0","1.27","-0.98","-1.79","21","keyifsiz"
"3.8","Yağmurlu","1","1","2.83","4.39","-1.19","20","keyifli"
"3.1","Yağmurlu","0","0","-2.79","1.66","2.82","19","keyifli"
"4.4","Sağnak_Yağışlı","0","0","0.23","3.02","-3.01","21","keyifli"
"5.2","Sağnak_Yağışlı","1","0","-4.78","-2.11","4.38","24","keyifsiz"
"3.9","Çok_Bulutlu","1","0","-1.82","-3.41","-1.67","21","sinirli "
"3.7","Çok_Bulutlu","1","1","0.64","2.99","-1.77","20","keyifli"
"2.9","Çok_Bulutlu","1","0","-3.62","-4.55","2.94","21","keyifsiz"
"2.6","Çok_Bulutlu","0","0","-0.53","3.57","0.11","19","keyifli"
"2.3","Çok_Bulutlu","1","0","-0.16","1.99","-1.59","21","keyifsiz"
"2","Çok_Bulutlu","0","0","-2.78","6.96","-0.76","19","keyifli"
"1.9","Çok_Bulutlu","1","0","-0.28","-0.16","-2.26","21","sinirli "
"1.8","Çok_Bulutlu","1","0","-0.51","-0.41","6.73","21","keyifsiz"
"1.5","Çok_Bulutlu","1","1","3.67","0.52","0.61","20","mutlu"
"2.2","Çok_Bulutlu","1","0","-1.17","-0.31","-1.72","21","sinirli "
"1.1","Çok_Bulutlu","1","0","7.56","4.18","0.08","20","mutlu"
"1.1","Çok_Bulutlu","1","1","3.25","2.11","-4.29","20","keyifli"
"0","Çok_Bulutlu","1","1","-3.84","1.7","-1.74","21","keyifsiz"
"-0.7","Çok_Bulutlu","0","0","-5.96","-0.6","0.41","21","üzgün"
"-4.1","Çok_Bulutlu","0","0","3.02","4.5","-2.38","19","keyifli"
"-4.8","Çok_Bulutlu","1","0","-4.08","-4.64","1.05","21","üzgün"
"-14.8","Çok_Bulutlu","1","0","-1.41","-0.08","-0.77","21","sinirli "
"-15","Çok_Bulutlu","0","0","-0.3","-0.08","-0.83","21","sinirli "
"-14.9","Çok_Bulutlu","1","1","1.96","-1.43","4.74","20","keyifli"
"-16.9","Açık","1","1","2.48","6.47","3.05","20","mutlu"
"-17","Çok_Bulutlu","0","0","-0.66","7.42","-1.93","20","keyifli"
"-17.1","Çok_Bulutlu","0","0","-2.04","-0.16","1.08","21","keyifsiz"
"-17.3","Çok_Bulutlu","1","0","0.33","2.92","-1.88","21","keyifli"
"-17.5","Çok_Bulutlu","1","1","-0.28","4.34","0.39","20","keyifli"
"-17.8","Çok_Bulutlu","0","0","2.44","2.8","7.44","20","mutlu"
"-16.8","Çok_Bulutlu","1","1","6.43","5.02","2.24","20","mutlu"
"-15.2","Çok_Bulutlu","0","0","-1.17","1.07","1.43","19","keyifli"
"-14.2","Çok_Bulutlu","1","0","-1.49","-2.06","-2.55","21","sinirli "
"-7.1","Açık","0","0","-1.72","-3.81","-0.21","21","sinirli "
"-9.2","Açık","0","0","-1.16","-0.9","0.57","21","keyifsiz"
"-9.8","Açık","1","0","2.3","-1.72","-2.12","20","keyifsiz"
"-9","Açık","1","0","-1.17","-3.58","-6.21","21","sinirli "
"-5.7","Dolu","1","1","-0.64","1.9","0.05","24","keyifli"
"-5.4","Kırağı","0","0","-0.98","0.36","4.83","20","keyifli"
"-5.5","Kırağı","1","1","2.67","2.01","-0.14","19","keyifli"
"-4.8","Dolu","1","1","-2.32","-1.37","0.84","24","keyifsiz"
"-0.6","Çok_Bulutlu","1","1","21.65","-38.99","-3.82","21","keyifsiz"
"-1.7","Çok_Bulutlu","1","1","-9.59","80.14","-8.81","20","mutlu"
"-6.5","Çok_Bulutlu","0","0","-1.11","-2.5","0.75","21","keyifsiz"
"-6.6","Çok_Bulutlu","1","0","-1.1","1.23","-0.99","20","keyifsiz"
"-6.6","Çok_Bulutlu","1","0","3.69","-2.13","0.61","19","keyifli"
"-8","Çok_Bulutlu","0","0","7.2","4.92","-0.65","20","mutlu"
"-8.3","Çok_Bulutlu","1","0","-0.81","-1.18","3.73","20","keyifli"
"-8.3","Çok_Bulutlu","1","1","8.38","5.87","-4.28","20","keyifli"
"-8.7","Çok_Bulutlu","1","0","-4.5","-9.18","-0.83","21","sinirli "
"-9","Çok_Bulutlu","1","0","-5.2","-1.62","-3.61","21","sinirli "
"-9.2","Çok_Bulutlu","1","1","-2.88","-6.04","2.88","19","keyifsiz"
"-9.8","Çok_Bulutlu","1","0","5.4","6.79","-4.79","19","keyifli"
"-9","Çok_Bulutlu","0","0","-6.44","-9.61","-2.81","21","sinirli "
"-6.8","Çok_Bulutlu","1","0","1.57","0.68","0.47","19","mutlu"
"-1","Çok_Bulutlu","1","0","2.87","2.69","3.71","19","mutlu"
"-1.3","Çok_Bulutlu","1","1","-0.57","-0.69","0.9","19","keyifsiz"
"-1.4","Çok_Bulutlu","0","0","2.26","3.37","-4.77","19","keyifli"
"-1","Çok_Bulutlu","1","0","-4.86","-4.99","0.73","20","keyifsiz"
"-1.1","Çok_Bulutlu","1","0","-0.69","0.85","2.45","19","keyifli"
"-1.5","Çok_Bulutlu","1","0","2.84","10.02","2.8","20","mutlu"
"-1.7","Çok_Bulutlu","1","1","3.83","3.68","-0.1","20","keyifli"
"-0.3","Çok_Bulutlu","0","0","0.82","4.5","-2.84","19","keyifli"
"0.8","Karla_Karışık_Yağmur","0","0","4.69","-0.55","-0.38","24","keyifsiz"
"2","Çok_Bulutlu","1","0","4.02","2.45","2.11","19","mutlu"
"1.4","Çok_Bulutlu","0","0","-0.37","-1","-4.32","20","sinirli "
"0.7","Çok_Bulutlu","1","0","2.29","0.7","4.3","19","mutlu"
"-3.1","Çok_Bulutlu","1","0","-1.61","7.35","0.98","20","keyifli"
"-4","Çok_Bulutlu","1","1","-1.68","2.11","0.99","19","keyifli"
"-4.9","Çok_Bulutlu","1","0","1.98","0.8","-0.25","19","keyifli"
"-5.7","Çok_Bulutlu","1","0","-1.59","4.33","-1.16","20","keyifsiz"
"-6.4","Çok_Bulutlu","1","1","5.41","1.47","2.67","20","mutlu"
"-6.6","Çok_Bulutlu","0","0","2.88","1.55","1.64","20","mutlu"
"-7.3","Çok_Bulutlu","1","0","2.36","1.75","-4.78","19","keyifli"
"-8.6","Çok_Bulutlu","0","0","0.99","-3.81","1.14","19","keyifli"
"-9.5","Çok_Bulutlu","1","1","-1.56","7.59","1.32","20","keyifli"
"-10.7","Açık","1","0","1.09","3.49","1.71","19","mutlu"
"-12","Açık","1","0","4.49","1.33","-1.06","20","keyifli"
"-12.7","Açık","1","0","-2.46","-1.74","-1.26","21","sinirli "
"-13.4","Açık","1","0","0.61","-2.6","-0.81","20","keyifsiz"
"-14.4","Çok_Bulutlu","0","0","1.58","0.13","-0.85","19","keyifli"
"-14.7","Çok_Bulutlu","1","0","-1.11","-2.1","-0.22","21","sinirli "
"-14.3","Çok_Bulutlu","1","1","1.69","-0.74","-0.54","19","keyifsiz"
"-13.4","Çok_Bulutlu","0","0","-1.22","2.4","3.91","20","keyifli"
"-12.2","Çok_Bulutlu","1","0","2.27","0.19","2.15","20","mutlu"
"-11.4","Çok_Bulutlu","1","0","3.41","-1.72","-3.87","20","keyifsiz"
"-11.6","Çok_Bulutlu","1","1","0.71","-1.99","-2.33","21","keyifsiz"
"-11.8","Çok_Bulutlu","0","0","-1.92","-1.59","1.68","19","keyifsiz"
"-11.9","Çok_Bulutlu","1","0","2.32","4.15","0.72","20","mutlu"
"-12","Çok_Bulutlu","1","0","-0.59","0.13","1.96","19","keyifli"
"-11.8","Çok_Bulutlu","0","0","-0.12","1.56","-1.38","19","keyifsiz"
"-10.7","Çok_Bulutlu","1","0","2.92","-2.02","-1.55","20","keyifsiz"
"-10","Çok_Bulutlu","0","0","-0.51","4.06","-2.47","21","keyifsiz"
"-9.8","Çok_Bulutlu","1","1","-2.89","-3.18","0.18","20","keyifsiz"
"-5.2","Hafif_Kar_Yağışlı","1","1","-2.28","-2.17","0.42","19","keyifsiz"
"-4.9","Hafif_Kar_Yağışlı","1","0","1.43","1.64","0.18","20","mutlu"
"-4.5","Karla_Karışık_Yağmur","1","0","-1.09","1.02","-2.62","24","keyifli"
"-5.1","Dolu","0","0","1.92","-0.41","2.58","24","keyifli"
"-5","Dolu","1","1","1.63","1.92","0.12","24","mutlu"
"-4.8","Kırağı","0","0","2.08","0.42","2.65","20","mutlu"
"-4.8","Dolu","1","0","2.65","0.17","-0.99","24","keyifli"
"-4.8","Kırağı","0","0","1.43","0.36","3.81","20","mutlu"
"-16.8","Çok_Bulutlu","1","0","0.69","0.55","2.2","19","mutlu"
"-17.9","Çok_Bulutlu","0","0","1.61","0.18","3.16","19","mutlu"
"-18","Çok_Bulutlu","1","0","-1.43","-3.23","-2.17","21","sinirli "
"-17.8","Çok_Bulutlu","1","0","-3.29","-2.2","1.69","21","keyifsiz"
"-17.5","Çok_Bulutlu","0","0","5.34","0.09","-1.51","20","keyifli"
"-16.7","Çok_Bulutlu","1","0","-3.87","-2.25","-3.68","21","sinirli "
"-16.7","Çok_Bulutlu","1","0","-3.07","-2.78","0","21","sinirli "
"-16.7","Çok_Bulutlu","1","0","-1.37","-2.86","-0.99","21","sinirli "
"-17.4","Çok_Bulutlu","0","0","-0.59","5.44","-2.46","19","keyifsiz"
"-20","Çok_Bulutlu","1","1","5.54","2.6","2.07","20","mutlu"
"-19.9","Çok_Bulutlu","1","0","1.77","2.12","-2.82","19","keyifli"
"-20.3","Çok_Bulutlu","0","0","-2.27","-2.16","1.87","20","keyifsiz"
"-21.3","Çok_Bulutlu","1","0","-3.59","-5.06","-1.99","21","sinirli "
"-23.2","Çok_Bulutlu","0","0","1.25","-0.81","1.7","19","keyifli"
"-23.3","Açık","0","0","-3.27","-2.02","2.26","21","keyifli"
"-15.4","Açık","1","0","1.19","2.62","-0.95","20","keyifli"
"-15.1","Açık","1","0","-1.86","-2.3","3.8","21","keyifsiz"
"-16.2","Açık","1","1","0.23","3.62","-1.87","20","keyifli"
"-16.3","Açık","1","0","1.08","2.35","-0.11","19","keyifli"
"-16.3","Açık","1","1","0.76","-0.98","-0.29","19","keyifsiz"
"-16.7","Açık","1","1","-1.5","-0.53","-0.78","20","sinirli "
"-16.9","Açık","1","0","0.56","-1.58","-0.98","21","keyifsiz"
"-16.9","Açık","1","0","1.48","1.42","-3","19","keyifli"
"-16.9","Açık","1","0","-0.81","-5.14","-2.78","21","sinirli "
"-17.1","Açık","1","0","0","-1.33","2.06","19","üzgün"
"-17.8","Açık","0","0","-0.24","1.86","0.3","20","keyifli"
"-18.5","Açık","1","0","-0.19","-1.5","-1.43","21","sinirli "
"-19.2","Açık","1","0","-0.7","-2.28","0.13","20","keyifsiz"
"-18.7","Açık","1","1","3.44","0.66","0.64","20","mutlu"
"-19.1","Açık","1","1","1.88","-1.06","-2.47","19","keyifsiz"
"-18.7","Açık","1","1","0","-1.52","1.6","19","keyifsiz"
"-17.9","Çok_Bulutlu","1","0","-1.26","-5.14","1.16","21","keyifsiz"
"-13.6","Çok_Bulutlu","1","0","-1.1","-5.36","0.48","21","üzgün"
"-12.7","Çok_Bulutlu","1","0","3.4","2.38","0.42","19","mutlu"
"-10.7","Çok_Bulutlu","0","0","0.26","0.51","-0.77","19","keyifli"
"-9","Çok_Bulutlu","0","0","-0.26","2.26","1.22","19","keyifli"
"-7.6","Çok_Bulutlu","1","1","-0.7","0.22","-0.16","19","keyifsiz"
"-9","Kırağı","1","0","8.88","1.45","-0.68","20","keyifli"
"-8.3","Karla_Karışık_Yağmur","1","0","3.2","-1.1","-1.68","20","keyifsiz"
"-7.7","Karla_Karışık_Yağmur","1","0","0.14","1.02","-1.65","19","keyifli"
"-3.3","Karla_Karışık_Yağmur","0","0","-2.32","6.7","-1.52","20","keyifsiz"
"-3.6","Dolu","1","0","2.37","0.42","-4","24","keyifli"
"-2.9","Dolu","1","0","-2.47","1.6","1.28","24","keyifli"
"-1.6","Dolu","1","0","-0.15","3.77","-2.61","24","keyifsiz"
"3.7","Çok_Bulutlu","1","1","-6.15","8.32","9.1","20","keyifli"
"0.5","Çok_Bulutlu","1","0","7.99","8.72","-9.97","19","keyifli"
"-3.5","Çok_Bulutlu","0","0","-9.97","-10.05","-1.01","21","sinirli "
"-8.5","Çok_Bulutlu","1","0","0.14","-0.19","1.14","20","keyifli"
"-11.3","Açık","0","0","-1.33","-1.07","-1.96","21","sinirli "
"-12","Açık","1","0","-2.81","-2.46","-3.05","21","sinirli "
"-12.7","Açık","1","0","-1.84","-1.12","1.77","20","keyifsiz"
"-13.4","Açık","1","0","-1.39","-0.47","-0.24","22","sinirli "
"-13.7","Açık","0","0","1.99","-1.47","-0.64","20","keyifsiz"
"-14.2","Açık","0","0","-1.68","-1.71","2.96","19","keyifsiz"
"-14.9","Açık","1","1","5.22","4.42","-1.98","20","keyifli"
"-16.6","Açık","1","1","4.21","0.95","3.59","20","mutlu"
"-15.2","Açık","1","0","0.38","1.35","-7.1","19","keyifli"
"-14.3","Açık","1","0","-5.38","-6.4","-2.09","22","sinirli "
"-18","Açık","1","0","-2.14","-0.98","-2.7","22","sinirli "
"-15.4","Açık","0","0","2.55","-2.94","7.01","20","keyifli"
"-16.6","Açık","1","1","1.93","1.85","-5.11","19","keyifli"
"-15.3","Açık","1","1","-4.95","-5.89","-2.31","20","sinirli "
"-14.6","Açık","1","0","0.21","0.33","-1.09","19","keyifli"
"-13.7","Açık","0","0","-1.95","-0.66","8.55","20","keyifli"
"-12.7","Açık","1","0","7.07","0.58","-0.24","20","keyifli"
"-11","Çok_Bulutlu","1","0","0.75","-0.83","-1.64","20","keyifsiz"
"-8.8","Çok_Bulutlu","1","0","7.06","3.17","-0.73","20","keyifli"
"-7.3","Çok_Bulutlu","1","1","0.32","0.86","-0.8","19","keyifli"
"-7","Çok_Bulutlu","0","0","4.02","1.05","2.47","20","mutlu"
"-4.1","Çok_Bulutlu","1","0","1.75","-1.2","-9.98","20","keyifsiz"
"-4.8","Çok_Bulutlu","1","0","-2.12","-1.71","-9.98","22","sinirli "
"-8.6","Çok_Bulutlu","0","0","-0.27","1.64","3.33","19","keyifli"
"-12.2","Açık","0","0","1.09","-2.17","1.98","19","keyifli"
"-14.2","Açık","1","0","6.15","3.57","1.57","20","mutlu"
"-15.2","Açık","0","0","2.73","2.41","-2.27","20","keyifli"
"-15.8","Açık","1","0","0.86","2.56","2.56","20","mutlu"
"-17.4","Çok_Bulutlu","1","0","3.16","-0.32","0.57","20","keyifli"
"-14.6","Çok_Bulutlu","1","0","0.58","-0.5","0.31","19","keyifli"
"-12.5","Açık","1","1","2.07","0.25","-1.39","20","keyifli"
"-11.8","Açık","1","0","0.81","-0.25","-0.42","19","keyifsiz"
"-11.6","Açık","1","0","1.02","-2.87","0.22","20","keyifli"
"-12.1","Açık","1","1","2.94","1.7","0.85","20","mutlu"
"-13","Açık","1","0","0.99","-0.12","-0.85","19","keyifsiz"
"-13.4","Açık","0","0","1.22","0.49","6.68","20","mutlu"
"-18.5","Açık","1","0","1.23","1.99","3.88","20","mutlu"
"-16","Açık","1","1","-3.63","-0.62","2.28","20","keyifsiz"
"-17.6","Açık","1","0","-1.72","0.75","0.61","20","keyifli"
"-18.3","Açık","1","1","2.38","-0.49","-4.11","20","keyifsiz"
"-17.5","Açık","1","0","0.28","1.74","9.97","20","mutlu"
"-18.5","Açık","0","0","1.86","-0.25","0.06","20","keyifli"
"-16.2","Çok_Bulutlu","1","0","-1.28","1.08","-2.63","20","keyifsiz"
"-11.5","Pus","0","0","0","0.83","-1.12","24","üzgün"
"-11.2","Pus","1","1","1.85","-0.69","1.19","24","keyifli"
"-10.4","Çok_Bulutlu","0","0","1.87","-1.63","-0.54","19","keyifsiz"
"-10.4","Çok_Bulutlu","1","0","0.71","0.82","-0.72","19","keyifli"
"-12.9","Açık","1","0","1.71","-0.28","-1.42","19","keyifsiz"
"-13.2","Çok_Bulutlu","1","0","-1.45","-1.36","-0.71","22","sinirli "
"-12.9","Çok_Bulutlu","1","1","0.16","0","0.94","20","mutlu"
"-13.2","Çok_Bulutlu","1","0","1.69","1.07","-0.9","19","keyifli"
"-8.1","Çok_Bulutlu","0","0","0","0.13","-0.99","20","keyifsiz"
"-7.2","Çok_Bulutlu","1","1","1.74","-1.15","1.78","20","keyifli"
"-4.9","Çok_Bulutlu","0","0","0","0.51","0.72","20","mutlu"
"-3.6","Çok_Bulutlu","1","1","-0.86","0.78","-1.35","19","keyifsiz"
"2.7","Yağmurlu","1","0","1.88","1.58","-0.06","20","keyifli"
"2.7","Yağmurlu","1","1","0.57","0.66","-1.38","20","keyifli"
"3.1","Yağmurlu","1","0","-1.93","-1.05","0.56","20","keyifsiz"
"2.9","Hafif_Yağmurlu","0","0","-0.08","-0.39","4.19","24","keyifsiz"
"3.3","Hafif_Yağmurlu","1","0","1.8","1.33","-1.6","20","keyifli"
"3.5","Yağmurlu","1","0","-0.31","-0.89","-1.72","24","sinirli "
"3.1","Yağmurlu","1","1","1.03","1.02","-0.57","20","keyifli"
"5","Yağmurlu","1","1","0","-1.76","0.63","20","keyifsiz"
"3","Çok_Bulutlu","1","1","0.08","0.69","0.07","20","mutlu"
"2.4","Yağmurlu","1","1","-1.06","-1.41","-0.97","24","sinirli "
"1.1","Çok_Bulutlu","0","0","-0.07","-0.95","1.65","19","keyifsiz"
"1.1","Çok_Bulutlu","1","0","2.84","1.1","-0.24","20","keyifli"
"-0.1","Çok_Bulutlu","1","0","-2.94","-0.94","-2.79","22","sinirli "
"-0.4","Çok_Bulutlu","1","0","-2.26","-1.2","0.23","20","keyifsiz"
"-1.7","Çok_Bulutlu","1","1","1.17","0.67","0.77","20","mutlu"
"-2.8","Çok_Bulutlu","1","0","0.34","2.18","-1.05","20","keyifli"
"-3.9","Çok_Bulutlu","0","0","-0.82","-1.21","-2.6","20","sinirli "
"-4.7","Çok_Bulutlu","1","1","2.37","-1.85","0.85","20","keyifsiz"
"-5.3","Çok_Bulutlu","1","0","-0.89","-1.54","-3.04","22","sinirli "
"-5.3","Çok_Bulutlu","1","1","0.21","1.3","2.73","20","mutlu"
"-5","Çok_Bulutlu","1","0","1.11","-0.65","-1.1","20","keyifsiz"
"-4.4","Çok_Bulutlu","1","1","1.71","2.56","2.52","20","mutlu"
"-5.4","Çok_Bulutlu","1","0","1.19","0.13","-0.98","20","keyifli"
"-4.9","Çok_Bulutlu","0","0","1.28","1.09","1.11","20","mutlu"
"-5.4","Çok_Bulutlu","1","0","2.62","-0.94","-0.17","20","keyifsiz"
"-5.5","Çok_Bulutlu","0","0","-0.54","0.95","2.13","20","keyifli"
"-5.4","Çok_Bulutlu","1","1","0","-0.94","1.81","20","keyifli"
"-5.9","Çok_Bulutlu","1","1","1.16","2.21","-2.42","19","keyifli"
"-7","Açık","1","0","-4.23","-4.48","-1.39","19","sinirli "
"-8.2","Açık","1","0","-0.15","1.61","-1.32","19","keyifsiz"
"-8.1","Açık","0","0","-0.66","0.67","-2.84","20","keyifsiz"
"-8.5","Açık","1","0","1.72","-0.54","2.92","20","keyifli"
"-9","Açık","0","0","-0.07","-0.27","-1.42","20","sinirli "
"-11.2","Açık","0","0","-0.22","2.19","-0.95","20","keyifsiz"
"-9.2","Açık","0","0","-0.15","-1.21","-1.1","20","sinirli "
"-4","Çok_Bulutlu","1","0","-2.32","-1.34","-1.08","22","sinirli "
"-3.4","Çok_Bulutlu","0","0","5.64","0.81","-0.79","20","keyifli"
"-3","Çok_Bulutlu","1","1","2.09","-0.14","-0.78","20","keyifsiz"
"-0.8","Dolu","0","0","0.71","0.52","-3.86","24","keyifli"
"0.3","Dolu","1","0","-2.3","-2.67","0.34","24","keyifsiz"
"0.7","Yağmurlu","0","0","1.16","2.88","0.1","20","mutlu"
"0.7","Hafif_Yağmurlu","1","1","1.96","3.39","-2.23","20","keyifli"
"0.7","Hafif_Yağmurlu","1","0","0.31","-0.41","6.86","20","keyifsiz"
"0.7","Hafif_Yağmurlu","1","0","1.84","-0.67","-2.99","20","keyifsiz"
"0.5","Hafif_Yağmurlu","1","1","-1.42","1.78","-3.78","24","keyifsiz"
"0.3","Hafif_Yağmurlu","1","1","-0.08","-1.35","-4.34","24","sinirli "
"-1.5","Çok_Bulutlu","1","0","-1.29","-1.06","9.98","20","keyifli"
"0.2","Çok_Bulutlu","1","0","-1.01","-0.35","-0.12","22","sinirli "
"0.4","Çok_Bulutlu","0","0","-0.8","0.24","-0.9","19","keyifsiz"
"0.1","Çok_Bulutlu","1","0","2.53","0.83","0.34","20","mutlu"
"0.3","Çok_Bulutlu","0","0","-0.88","-1.18","-0.06","20","sinirli "
"-1.7","Çok_Bulutlu","1","0","0.41","0.24","-4.63","19","keyifli"
"-1.6","Çok_Bulutlu","1","0","7.32","-0.24","9.99","20","mutlu"
"-0.3","Çok_Bulutlu","1","1","4.36","-1.86","-4.66","19","keyifsiz"
"2.3","Çok_Bulutlu","1","0","-0.49","-1.02","-1.05","22","sinirli "
"1.2","Karla_Karışık_Yağmur","1","0","0.33","-0.45","2.33","20","keyifli"
"-2.2","Çok_Bulutlu","1","1","3.18","0.58","-6.24","19","keyifli"
"-1.8","Çok_Bulutlu","1","0","-0.55","0.89","2.08","20","keyifli"
"0.5","Çok_Bulutlu","1","0","-1.73","-0.89","-1.19","22","sinirli "
"0.4","Çok_Bulutlu","0","0","-1.27","-1.1","1.08","19","keyifsiz"
"0.2","Çok_Bulutlu","1","1","1.51","-0.11","9.97","20","mutlu"
"0.7","Çok_Bulutlu","0","0","0","1.34","-1.3","20","keyifsiz"
"-3.4","Açık","1","0","-0.08","1.41","2.31","20","keyifli"
"-3.7","Açık","1","1","0.55","1.88","6.6","20","mutlu"
"-5.1","Açık","1","0","-1.78","0.67","0.72","19","keyifli"
"-6.1","Açık","0","0","0.08","-1.1","-0.94","20","keyifsiz"
"-7.7","Açık","1","0","-0.08","3.06","1.61","20","keyifli"
"-7.9","Açık","0","0","2.3","-0.68","1.14","20","keyifli"
"-8.9","Açık","1","0","-0.94","0.11","-0.49","20","keyifsiz"
"-9.8","Açık","0","0","-0.47","-0.11","-0.32","22","sinirli "
"-10.5","Açık","1","0","2.73","0.23","-1.36","20","keyifli"
"-8.8","Çok_Bulutlu","0","0","1.64","-0.56","-1.67","19","keyifsiz"
"-7.7","Çok_Bulutlu","1","0","-5.71","1.02","1.94","19","üzgün"
"-6.7","Açık","1","0","0.48","0.46","2.58","20","mutlu"
"-7.3","Çok_Bulutlu","1","0","1.13","1.97","0.24","21","mutlu"
"-7.4","Çok_Bulutlu","0","0","1.64","-0.58","1.14","22","keyifli"
"-8.4","Çok_Bulutlu","1","1","0.82","-0.46","6.07","20","keyifli"
"-7.8","Çok_Bulutlu","1","1","-0.16","-0.68","-1.87","19","sinirli "
"-8.6","Çok_Bulutlu","0","0","-0.49","0","2.26","22","keyifli"
